num,etat,debut,fin,id
L213-3,VIGUEUR,2013-01-01,2999-01-01,LEGIARTI000022335823
L213-4,VIGUEUR,2000-06-22,2999-01-01,LEGIARTI000006524539
L213-5,VIGUEUR,2000-06-22,2999-01-01,LEGIARTI000006524540
L213-6,VIGUEUR,2000-06-22,2999-01-01,LEGIARTI000006524541
L213-7,VIGUEUR,2000-06-22,2999-01-01,LEGIARTI000006524542
L213-8,MODIFIE,2000-06-22,2005-01-01,LEGIARTI000006524543
L213-8,VIGUEUR,2005-01-01,2999-01-01,LEGIARTI000006524544
L213-9,MODIFIE,2000-06-22,2003-12-20,LEGIARTI000006524545
L213-9,MODIFIE,2003-12-20,2008-12-29,LEGIARTI000006524546
L213-9,MODIFIE,2008-12-29,2010-01-01,LEGIARTI000020413478
L213-9,MODIFIE,2010-01-01,2011-01-01,LEGIARTI000027533673
L213-9,MODIFIE,2011-01-01,2011-12-30,LEGIARTI000027533675
L213-9,VIGUEUR,2011-12-30,2999-01-01,LEGIARTI000027533677
L213-10,VIGUEUR,2000-06-22,2999-01-01,LEGIARTI000006524547
L213-11,MODIFIE,2005-01-01,2006-01-06,LEGIARTI000006524550
L213-11,MODIFIE,2003-04-15,2005-01-01,LEGIARTI000006524549
L213-11,MODIFIE,2006-01-06,2010-12-01,LEGIARTI000006524551
L213-11,TRANSFERE,2010-12-01,2017-09-01,LEGIARTI000023032412
L213-11,MODIFIE,2000-06-22,2003-04-15,LEGIARTI000006524548
L213-12,MODIFIE,2005-01-01,2010-12-01,LEGIARTI000006524554
L213-12,TRANSFERE,2010-12-01,2017-09-01,LEGIARTI000023032408
L213-12,MODIFIE,2000-06-22,2003-04-15,LEGIARTI000006524552
L213-12,MODIFIE,2003-04-15,2005-01-01,LEGIARTI000006524553
L213-12-1,ABROGE,2005-01-01,2010-12-01,LEGIARTI000006524555
L213-13,MODIFIE,2000-06-22,2005-07-01,LEGIARTI000006524556
L213-13,ABROGE,2005-07-01,2010-12-01,LEGIARTI000006524557
L213-14,ABROGE,2005-07-01,2010-12-01,LEGIARTI000006524559
L213-14,MODIFIE,2000-06-22,2005-07-01,LEGIARTI000006524558
L213-15,ABROGE,2000-06-22,2003-04-15,LEGIARTI000006524560
L213-16,ABROGE,2000-06-22,2003-04-15,LEGIARTI000006524561
L214-1,MODIFIE,2005-01-01,2010-05-08,LEGIARTI000006524564
L214-1,MODIFIE,2010-05-08,2015-03-22,LEGIARTI000022266769
L214-1,VIGUEUR,2015-03-22,2999-01-01,LEGIARTI000027574838
L214-1,MODIFIE,2000-06-22,2005-01-01,LEGIARTI000006524563
L214-2,MODIFIE,2000-06-22,2013-07-24,LEGIARTI000006524565
L214-2,MODIFIE,2013-07-24,2014-03-07,LEGIARTI000027747826
L214-2,MODIFIE,2014-03-07,2015-08-09,LEGIARTI000028698956
L214-2,MODIFIE,2015-08-09,2021-08-25,LEGIARTI000031019696
L214-2,MODIFIE,2021-08-25,2022-01-01,LEGIARTI000043974669
L214-2,VIGUEUR,2022-01-01,2999-01-01,LEGIARTI000044588694
L214-3,MODIFIE,2000-06-22,2013-07-24,LEGIARTI000006524566
L214-3,MODIFIE,2013-07-24,2022-01-01,LEGIARTI000027747821
L214-3,VIGUEUR,2022-01-01,2999-01-01,LEGIARTI000044588690
L214-4,MODIFIE,2006-07-01,2022-03-04,LEGIARTI000006524569
L214-4,VIGUEUR,2022-03-04,2999-01-01,LEGIARTI000045293732
L214-4,MODIFIE,2003-04-15,2006-07-01,LEGIARTI000006524568
L214-4,MODIFIE,2000-06-22,2003-04-15,LEGIARTI000006524567
L214-5,MODIFIE,2000-06-22,2010-05-08,LEGIARTI000006524570
L214-5,MODIFIE,2010-05-08,2015-08-09,LEGIARTI000022266797
L214-5,MODIFIE,2015-08-09,2020-01-01,LEGIARTI000031019753
L214-5,VIGUEUR,2020-01-01,2999-01-01,LEGIARTI000038902806
L214-6,MODIFIE,2005-01-01,2013-07-10,LEGIARTI000006524572
L214-6,MODIFIE,2013-07-10,2019-09-02,LEGIARTI000027682699
L214-6,VIGUEUR,2019-09-02,2999-01-01,LEGIARTI000038902139
L214-6,MODIFIE,2000-06-22,2005-01-01,LEGIARTI000006524571
L214-6-1,VIGUEUR,2005-01-01,2999-01-01,LEGIARTI000006524573
L214-7,MODIFIE,2005-01-01,2005-12-31,LEGIARTI000006524575
L214-6-2,MODIFIE,2013-07-10,2022-03-04,LEGIARTI000027679872
L214-6-2,VIGUEUR,2022-03-04,2999-01-01,LEGIARTI000045293729
L214-7,MODIFIE,2000-06-22,2005-01-01,LEGIARTI000006524574
L214-7,MODIFIE,2005-12-31,2013-01-01,LEGIARTI000006524576
L214-7,VIGUEUR,2013-01-01,2999-01-01,LEGIARTI000022335818
L214-8,MODIFIE,2000-06-22,2010-05-08,LEGIARTI000006524577
L214-8,VIGUEUR,2010-05-08,2999-01-01,LEGIARTI000022266817
L214-9,VIGUEUR,2000-06-22,2999-01-01,LEGIARTI000006524579
L214-10,MODIFIE,2005-01-01,2010-05-08,LEGIARTI000006524581
L214-10,VIGUEUR,2010-05-08,2999-01-01,LEGIARTI000022266831
L214-10,MODIFIE,2000-06-22,2005-01-01,LEGIARTI000006524580
L214-11,MODIFIE,2000-06-22,2008-12-29,LEGIARTI000006524582
L214-11,MODIFIE,2008-12-29,2010-05-08,LEGIARTI000020413504
L214-11,MODIFIE,2010-05-08,2011-01-01,LEGIARTI000022266845
L214-11,MODIFIE,2011-01-01,2011-12-30,LEGIARTI000027533716
L214-11,MODIFIE,2011-12-30,2015-12-31,LEGIARTI000027533718
L214-11,VIGUEUR,2015-12-31,2999-01-01,LEGIARTI000035516311
L214-12,MODIFIE,2000-06-22,2002-02-28,LEGIARTI000006524583
L214-12,MODIFIE,2005-01-01,2006-03-24,LEGIARTI000006524585
L214-12,MODIFIE,2006-03-24,2008-12-13,LEGIARTI000006524586
L214-12,MODIFIE,2008-12-13,2009-11-26,LEGIARTI000019911228
L214-12,MODIFIE,2009-11-26,2013-07-10,LEGIARTI000021343004
L214-12,MODIFIE,2013-07-10,2014-03-07,LEGIARTI000027682715
L214-12,MODIFIE,2014-03-07,2020-01-01,LEGIARTI000028698969
L214-12,VIGUEUR,2020-01-01,2999-01-01,LEGIARTI000037386751
L214-12,MODIFIE,2002-02-28,2005-01-01,LEGIARTI000006524584
L214-12-1,MODIFIE,2005-01-01,2013-07-24,LEGIARTI000006524587
L214-12-1,MODIFIE,2013-07-24,2014-03-07,LEGIARTI000027743763
L214-12-1,MODIFIE,2014-03-07,2020-01-01,LEGIARTI000028698965
L214-12-1,VIGUEUR,2020-01-01,2999-01-01,LEGIARTI000037386746
L214-13,MODIFIE,2006-03-24,2007-03-07,LEGIARTI000006524592
L214-13,MODIFIE,2005-01-01,2005-01-19,LEGIARTI000006524590
L214-13,MODIFIE,2000-06-22,2002-02-28,LEGIARTI000006524588
L214-13,MODIFIE,2007-03-07,2008-02-15,LEGIARTI000006524593
L214-13,MODIFIE,2008-02-15,2008-05-01,LEGIARTI000018124557
L214-13,MODIFIE,2008-12-13,2009-11-26,LEGIARTI000019911221
L214-13,MODIFIE,2009-11-26,2010-05-08,LEGIARTI000021342431
L214-13,MODIFIE,2010-05-08,2011-01-01,LEGIARTI000022271034
L214-13,MODIFIE,2011-01-01,2013-07-10,LEGIARTI000022563465
L214-13,MODIFIE,2013-07-10,2014-03-07,LEGIARTI000027682718
L214-13,MODIFIE,2008-05-01,2008-12-13,LEGIARTI000028682737
L214-13,MODIFIE,2014-03-07,2015-08-09,LEGIARTI000028698959
L214-13,MODIFIE,2015-08-09,2016-07-09,LEGIARTI000031019096
L214-13,MODIFIE,2016-07-09,2017-01-01,LEGIARTI000032859864
L214-13,MODIFIE,2017-01-01,2019-01-01,LEGIARTI000033373098
L214-13,MODIFIE,2019-01-01,2020-01-01,LEGIARTI000037386733
L214-13,MODIFIE,2020-01-01,2023-12-20,LEGIARTI000037390508
L214-13,MODIFIE,2023-12-20,2024-01-01,LEGIARTI000048599926
L214-13,VIGUEUR,2024-01-01,2999-01-01,LEGIARTI000048602267
L214-13,MODIFIE,2005-01-19,2006-03-24,LEGIARTI000006524591
L214-13,MODIFIE,2002-02-28,2005-01-01,LEGIARTI000006524589
L214-13-1,MODIFIE,2013-07-10,2019-01-01,LEGIARTI000027679892
L214-13-1,MODIFIE,2019-01-01,2020-01-01,LEGIARTI000037386725
L214-13-1,MODIFIE_MORT_NE,2020-01-01,2019-07-29,LEGIARTI000037390536
L214-13-1,VIGUEUR,2020-01-01,2999-01-01,LEGIARTI000038902793
L214-14,ABROGE,2002-02-28,2005-02-26,LEGIARTI000006524595
L214-14,MODIFIE,2007-03-07,2008-08-06,LEGIARTI000006524596
L214-14,MODIFIE,2008-08-06,2009-11-26,LEGIARTI000019306121
L214-14,MODIFIE,2009-11-26,2015-01-01,LEGIARTI000021343128
L214-14,VIGUEUR,2015-01-01,2999-01-01,LEGIARTI000028698931
L214-14,MODIFIE,2000-06-22,2002-02-28,LEGIARTI000006524594
L214-15,MODIFIE,2005-01-01,2009-07-01,LEGIARTI000006524598
L214-15,MODIFIE,2009-07-01,2009-12-12,LEGIARTI000027533689
L214-15,MODIFIE,2009-12-12,2014-01-01,LEGIARTI000027533699
L214-15,MODIFIE,2014-01-01,2014-08-10,LEGIARTI000029073308
L214-15,MODIFIE,2014-08-10,2019-01-01,LEGIARTI000035516218
L214-15,VIGUEUR,2019-01-01,2999-01-01,LEGIARTI000037386719
L214-15,MODIFIE,2000-06-22,2005-01-01,LEGIARTI000006524597
L214-16,MODIFIE,2000-06-22,2005-01-01,LEGIARTI000006524599
L214-16,VIGUEUR,2005-01-01,2999-01-01,LEGIARTI000006524600
L214-16-1,VIGUEUR,2015-01-01,2999-01-01,LEGIARTI000028689172
L214-16-2,VIGUEUR,2015-01-01,2999-01-01,LEGIARTI000028689174
L214-17,MODIFIE,2000-06-22,2015-06-28,LEGIARTI000006524602
L214-17,ABROGE,2015-06-28,2022-01-01,LEGIARTI000030801073
L214-18,VIGUEUR,2017-09-01,2999-01-01,LEGIARTI000030999998
L214-19,VIGUEUR,2017-09-01,2999-01-01,LEGIARTI000031000006
L215-1,MODIFIE,2003-12-31,2005-01-19,LEGIARTI000006524605
L215-1,MODIFIE,2000-06-22,2003-04-15,LEGIARTI000006524603
L215-1,MODIFIE,2003-04-15,2003-12-31,LEGIARTI000006524604
L215-1,MODIFIE,2007-02-21,2009-05-14,LEGIARTI000006524607
L215-1,VIGUEUR,2009-05-14,2999-01-01,LEGIARTI000020629832
L215-1,MODIFIE,2005-01-19,2007-02-21,LEGIARTI000006524606
L216-1,MODIFIE,2000-06-22,2013-07-10,LEGIARTI000006524608
L216-1,VIGUEUR,2013-07-10,2999-01-01,LEGIARTI000027682737
L216-2,MODIFIE,2000-06-22,2005-01-01,LEGIARTI000006524609
L216-2,MODIFIE,2005-01-01,2009-11-26,LEGIARTI000006524610
L216-2,MODIFIE,2009-11-26,2016-07-09,LEGIARTI000021342427
L216-2,VIGUEUR,2016-07-09,2999-01-01,LEGIARTI000032859886
L216-2-1,MODIFIE,2005-01-01,2009-11-26,LEGIARTI000006524611
L216-2-1,MODIFIE,2009-11-26,2016-07-09,LEGIARTI000021342423
L216-2-1,VIGUEUR,2016-07-09,2999-01-01,LEGIARTI000032859881
L216-3,VIGUEUR,2000-06-22,2999-01-01,LEGIARTI000006524612
L216-4,MODIFIE,2000-06-22,2005-01-01,LEGIARTI000006524613
L216-4,MODIFIE,2005-01-01,2005-04-24,LEGIARTI000006524614
L216-4,VIGUEUR,2005-04-24,2999-01-01,LEGIARTI000006524615
L216-5,MODIFIE,2000-06-22,2010-05-08,LEGIARTI000006524617
L216-5,VIGUEUR,2010-05-08,2999-01-01,LEGIARTI000022271063
L216-6,MODIFIE,2000-06-22,2010-05-08,LEGIARTI000006524618
L216-6,VIGUEUR,2010-05-08,2999-01-01,LEGIARTI000022271073
L216-7,ABROGE,2000-06-22,2017-01-01,LEGIARTI000006524619
L216-8,VIGUEUR,2000-06-22,2999-01-01,LEGIARTI000006524620
L216-9,MODIFIE,2000-06-22,2007-12-28,LEGIARTI000006524621
L216-9,MODIFIE,2007-12-28,2022-01-01,LEGIARTI000017924098
L216-9,VIGUEUR,2022-01-01,2999-01-01,LEGIARTI000043485817
L216-10,VIGUEUR,2000-06-22,2999-01-01,LEGIARTI000006524622
L216-11,ABROGE,2005-01-01,2011-05-19,LEGIARTI000006524623
L216-11,VIGUEUR,2015-08-09,2999-01-01,LEGIARTI000031019689
L216-12,VIGUEUR,2015-08-09,2999-01-01,LEGIARTI000031014835
L217-1,VIGUEUR,2015-01-01,2999-01-01,LEGIARTI000029931482
L222-1,MODIFIE,2000-06-22,2016-01-01,LEGIARTI000006524624
L222-1,MODIFIE,2016-01-01,2020-01-01,LEGIARTI000031599114
L222-1,VIGUEUR,2020-01-01,2999-01-01,LEGIARTI000038902788
L222-2,MODIFIE,2000-06-22,2020-01-01,LEGIARTI000006524626
L222-2,VIGUEUR,2020-01-01,2999-01-01,LEGIARTI000038902716
L230-1,MODIFIE,2005-04-24,2010-06-30,LEGIARTI000006524627
L230-1,ABROGE,2010-06-30,2013-07-10,LEGIARTI000022405488
L230-2,ABROGE,2005-04-24,2013-07-10,LEGIARTI000006524628
L230-3,ABROGE,2005-04-24,2013-07-10,LEGIARTI000006524629
L231-1,VIGUEUR,2015-09-01,2999-01-01,LEGIARTI000029166863
L231-2,VIGUEUR,2015-09-01,2999-01-01,LEGIARTI000029142920
L231-3,MODIFIE,2015-09-01,2017-01-29,LEGIARTI000029142908
L231-3,VIGUEUR,2017-01-29,2999-01-01,LEGIARTI000033971685
L231-4,VIGUEUR,2015-09-01,2999-01-01,LEGIARTI000029142897
L231-5,VIGUEUR,2015-09-01,2999-01-01,LEGIARTI000029142885
L231-1,MODIFIE,2000-06-22,2005-01-01,LEGIARTI000006524630
L231-1,MODIFIE,2005-01-01,2015-09-01,LEGIARTI000006524631
L231-2,MODIFIE,2000-06-22,2015-09-01,LEGIARTI000006524632
L231-3,MODIFIE,2000-06-22,2015-09-01,LEGIARTI000006524634
L231-4,MODIFIE,2000-06-22,2015-09-01,LEGIARTI000006524635
L231-5,MODIFIE,2000-06-22,2015-09-01,LEGIARTI000006524636
L231-6,MODIFIE,2002-01-18,2005-01-01,LEGIARTI000006524638
L231-6,MODIFIE,2000-06-22,2002-01-18,LEGIARTI000006524637
L231-6,ABROGE,2005-01-01,2015-09-01,LEGIARTI000006524639
L231-7,ABROGE,2000-06-22,2015-09-01,LEGIARTI000006524640
L231-8,ABROGE,2000-06-22,2015-09-01,LEGIARTI000006524641
L231-9,ABROGE,2000-06-22,2015-09-01,LEGIARTI000006524642
L231-10,ABROGE,2000-06-22,2015-09-01,LEGIARTI000006524644
L231-11,ABROGE,2000-06-22,2015-09-01,LEGIARTI000006524645
L231-12,ABROGE,2000-06-22,2015-09-01,LEGIARTI000006524646
L231-13,ABROGE,2000-06-22,2015-01-01,LEGIARTI000006524647
L231-14,MODIFIE,2013-07-10,2019-09-02,LEGIARTI000027679987
L231-14,VIGUEUR,2019-09-02,2999-01-01,LEGIARTI000038902399
L231-15,VIGUEUR,2013-07-10,2999-01-01,LEGIARTI000027679991
L231-16,VIGUEUR,2013-07-10,2999-01-01,LEGIARTI000027679993
L231-17,VIGUEUR,2013-07-10,2999-01-01,LEGIARTI000027680004
L232-1,MODIFIE,2000-06-22,2007-08-11,LEGIARTI000006524648
L232-1,MODIFIE,2007-08-11,2013-07-24,LEGIARTI000006524649
L232-1,MODIFIE,2013-07-24,2014-03-07,LEGIARTI000027747830
L232-1,MODIFIE,2014-03-07,2016-07-09,LEGIARTI000028699101
L232-1,MODIFIE,2016-07-09,2018-08-06,LEGIARTI000032859894
L232-1,VIGUEUR,2018-08-06,2999-01-01,LEGIARTI000037290099
L232-2,MODIFIE,2000-06-22,2019-08-08,LEGIARTI000006524650
L232-2,VIGUEUR,2019-08-08,2999-01-01,LEGIARTI000038923217
L232-3,MODIFIE,2000-06-22,2014-08-06,LEGIARTI000006524652
L232-3,MODIFIE,2014-08-06,2019-08-08,LEGIARTI000029345404
L232-3,VIGUEUR,2020-01-01,2999-01-01,LEGIARTI000038902712
L232-3,MODIFIE,2019-08-08,2020-01-01,LEGIARTI000038934098
L232-4,MODIFIE,2000-06-22,2015-09-01,LEGIARTI000006524653
L232-4,VIGUEUR,2015-09-01,2999-01-01,LEGIARTI000029142956
L232-5,MODIFIE,2000-06-22,2015-09-01,LEGIARTI000006524654
L232-5,VIGUEUR,2015-09-01,2999-01-01,LEGIARTI000029142974
L232-6,MODIFIE,2000-06-22,2015-09-01,LEGIARTI000006524655
L232-6,VIGUEUR,2015-09-01,2999-01-01,LEGIARTI000029142981
L232-7,MODIFIE,2000-06-22,2019-08-08,LEGIARTI000006524656
L232-7,VIGUEUR,2019-08-08,2999-01-01,LEGIARTI000038923209
L233-1,MODIFIE,2007-08-11,2013-07-24,LEGIARTI000006524658
L233-1,VIGUEUR,2013-07-24,2999-01-01,LEGIARTI000027747926
L233-2,VIGUEUR,2007-08-11,2999-01-01,LEGIARTI000006524659
L233-1,MODIFIE,2000-06-22,2007-08-11,LEGIARTI000006524657
L234-1,MODIFIE,2005-01-01,2008-01-01,LEGIARTI000006524662
L234-1,MODIFIE,2008-01-01,2015-01-01,LEGIARTI000017868503
L234-1,MODIFIE,2015-01-01,2017-03-02,LEGIARTI000029945546
L234-1,VIGUEUR,2017-03-02,2999-01-01,LEGIARTI000034110416
L234-1,MODIFIE,2000-06-22,2005-01-01,LEGIARTI000006524661
L234-2,MODIFIE,2005-01-01,2015-09-01,LEGIARTI000006524664
L234-2,MODIFIE,2015-09-01,2019-01-01,LEGIARTI000029142995
L234-2,VIGUEUR,2019-01-01,2999-01-01,LEGIARTI000037386713
L234-2,MODIFIE,2000-06-22,2005-01-01,LEGIARTI000006524663
L234-3,ABROGE,2005-01-01,2015-09-01,LEGIARTI000006524666
L234-3,MODIFIE,2000-06-22,2005-01-01,LEGIARTI000006524665
L234-4,ABROGE,2000-06-22,2015-09-01,LEGIARTI000006524667
L234-5,ABROGE,2000-06-22,2015-09-01,LEGIARTI000006524668
L234-6,MODIFIE,2000-06-22,2015-09-01,LEGIARTI000006524669
L234-6,MODIFIE,2015-09-01,2018-04-15,LEGIARTI000029143029
L234-6,VIGUEUR,2018-04-15,2999-01-01,LEGIARTI000036802313
L234-7,MODIFIE,2000-06-22,2015-09-01,LEGIARTI000006524670
L234-7,VIGUEUR,2015-09-01,2999-01-01,LEGIARTI000029143046
L234-8,MODIFIE,2000-06-22,2015-09-01,LEGIARTI000006524671
L234-8,VIGUEUR,2015-09-01,2999-01-01,LEGIARTI000029143040
L235-1,MODIFIE,2000-06-22,2008-01-01,LEGIARTI000006524673
L235-1,MODIFIE,2008-01-01,2015-01-01,LEGIARTI000017868501
L235-1,VIGUEUR,2015-01-01,2999-01-01,LEGIARTI000029945544
L236-1,VIGUEUR,2000-06-22,2999-01-01,LEGIARTI000006524674
L237-1,MODIFIE,2002-01-23,2005-02-26,LEGIARTI000006524677
L237-1,MODIFIE,2006-07-01,2008-02-15,LEGIARTI000006524679
L237-1,MODIFIE,2008-02-15,2008-12-13,LEGIARTI000018978733
L237-1,MODIFIE,2008-12-13,2014-03-07,LEGIARTI000019911218
L237-1,VIGUEUR,2014-03-07,2999-01-01,LEGIARTI000028699098
L237-1,MODIFIE,2002-01-18,2002-01-23,LEGIARTI000006524676
L237-1,MODIFIE,2000-06-22,2002-01-18,LEGIARTI000006524675
L237-1,MODIFIE,2005-02-26,2006-07-01,LEGIARTI000006524678
L237-2,ABROGE,2002-01-18,2005-01-01,LEGIARTI000006524681
L237-2,MODIFIE,2000-06-22,2005-01-01,LEGIARTI000006524680
L238-1,MODIFIE,2005-01-01,2010-05-08,LEGIARTI000006524684
L238-1,MODIFIE,2010-05-08,2010-07-29,LEGIARTI000022271088
L238-1,MODIFIE,2010-07-29,2014-10-15,LEGIARTI000022657581
L238-1,VIGUEUR,2014-10-15,2999-01-01,LEGIARTI000037110468
L238-1,MODIFIE,2000-06-22,2005-01-01,LEGIARTI000006524683
L238-2,MODIFIE,2000-06-22,2010-05-08,LEGIARTI000006524685
L238-2,VIGUEUR,2010-05-08,2999-01-01,LEGIARTI000022271098
L238-3,MODIFIE,2000-06-22,2009-12-12,LEGIARTI000006524686
L238-3,MODIFIE,2010-05-08,2011-05-19,LEGIARTI000022271108
L238-3,MODIFIE,2009-12-12,2010-05-08,LEGIARTI000027995588
L238-3,MODIFIE,2011-05-19,2015-09-01,LEGIARTI000027995602
L238-3,VIGUEUR,2015-09-01,2999-01-01,LEGIARTI000037110506
L239-1,ABROGE,2005-01-01,2013-05-25,LEGIARTI000006524687
L239-1,MODIFIE,2016-07-09,2018-08-06,LEGIARTI000032859911
L239-1,VIGUEUR,2018-08-06,2999-01-01,LEGIARTI000037290117
L239-2,ABROGE,2018-08-06,2020-12-09,LEGIARTI000037286789
L23-10-1,VIGUEUR,2007-08-11,2999-01-01,LEGIARTI000006524688
L241-1,MODIFIE,2000-06-22,2019-10-02,LEGIARTI000006524690
L241-1,VIGUEUR,2019-10-02,2999-01-01,LEGIARTI000039163194
L241-2,MODIFIE,2000-06-22,2013-07-24,LEGIARTI000006524691
L241-2,MODIFIE,2013-07-24,2019-10-02,LEGIARTI000027747787
L241-2,MODIFIE,2019-10-02,2021-07-03,LEGIARTI000039163184
L241-2,VIGUEUR,2021-07-03,2999-01-01,LEGIARTI000043757727
L241-3,MODIFIE,2000-06-22,2002-01-01,LEGIARTI000006524692
L241-3,MODIFIE,2002-01-01,2019-10-02,LEGIARTI000006524693
L241-3,VIGUEUR,2019-10-02,2999-01-01,LEGIARTI000039163174
L241-4,MODIFIE,2006-06-02,2012-02-01,LEGIARTI000006524696
L241-4,MODIFIE,2012-02-01,2019-10-02,LEGIARTI000025165445
L241-4,VIGUEUR,2020-01-01,2999-01-01,LEGIARTI000038902783
L241-4,MODIFIE,2019-10-02,2020-01-01,LEGIARTI000039163160
L241-4,MODIFIE,2000-06-22,2005-04-24,LEGIARTI000006524694
L241-4,MODIFIE,2005-04-24,2006-06-02,LEGIARTI000006524695
L241-5,MODIFIE,2000-06-22,2002-01-01,LEGIARTI000006524697
L241-5,MODIFIE,2002-01-01,2018-04-15,LEGIARTI000006524698
L241-5,MODIFIE,2018-04-15,2021-08-26,LEGIARTI000036802303
L241-5,VIGUEUR,2021-08-26,2999-01-01,LEGIARTI000043982665
L241-6,VIGUEUR,2000-06-22,2999-01-01,LEGIARTI000006524699
L241-7,MODIFIE,2000-06-22,2002-01-01,LEGIARTI000006524700
L241-7,MODIFIE,2002-01-01,2021-08-26,LEGIARTI000006524701
L241-7,VIGUEUR,2021-08-26,2999-01-01,LEGIARTI000043982653
L241-8,VIGUEUR,2000-06-22,2999-01-01,LEGIARTI000006524702
L241-9,MODIFIE,2000-06-22,2005-07-27,LEGIARTI000006524703
L241-9,MODIFIE,2005-07-27,2008-12-13,LEGIARTI000006524704
L241-9,MODIFIE,2008-12-13,2019-01-01,LEGIARTI000019911215
L241-9,VIGUEUR,2019-01-01,2999-01-01,LEGIARTI000037386109
L241-10,MODIFIE,2000-06-22,2009-05-14,LEGIARTI000006524706
L241-10,ABROGE,2009-05-14,2013-07-10,LEGIARTI000020628087
L241-11,ABROGE,2000-06-22,2013-07-10,LEGIARTI000006524707
L241-12,MODIFIE,2013-07-10,2019-09-02,LEGIARTI000027680025
L241-12,VIGUEUR,2019-09-02,2999-01-01,LEGIARTI000038902406
L241-13,MODIFIE,2013-07-10,2019-09-02,LEGIARTI000027680028
L241-13,VIGUEUR,2019-09-02,2999-01-01,LEGIARTI000038902404
L241-14,MODIFIE,2013-07-10,2019-09-02,LEGIARTI000027680039
L241-14,VIGUEUR,2019-09-02,2999-01-01,LEGIARTI000038902402
L241-15,ABROGE,2013-07-10,2019-09-02,LEGIARTI000027680042
L242-1,MODIFIE,2000-06-22,2006-12-31,LEGIARTI000006524708
L242-1,MODIFIE,2006-12-31,2014-07-19,LEGIARTI000006524709
L242-1,MODIFIE,2014-07-19,2020-12-27,LEGIARTI000029259740
L242-1,VIGUEUR,2020-12-27,2999-01-01,LEGIARTI000042813238
L242-2,ABROGE,2000-06-22,2006-12-31,LEGIARTI000006524710
L251-1,MODIFIE,2000-06-22,2000-12-14,LEGIARTI000006524711
L251-1,MODIFIE,2000-12-14,2003-04-15,LEGIARTI000006524712
L251-1,MODIFIE,2003-04-15,2005-02-12,LEGIARTI000006524713
L251-1,MODIFIE,2005-02-12,2019-09-02,LEGIARTI000006524714
L251-1,MODIFIE,2019-09-02,2022-01-01,LEGIARTI000038902183
L251-1,VIGUEUR,2022-01-01,2999-01-01,LEGIARTI000043484579
L251-2,VIGUEUR,2022-01-01,2999-01-01,LEGIARTI000043479751
L251-3,VIGUEUR,2022-01-01,2999-01-01,LEGIARTI000043479774
L251-4,VIGUEUR,2022-01-01,2999-01-01,LEGIARTI000043479780
L251-5,VIGUEUR,2022-01-01,2999-01-01,LEGIARTI000043479790
L251-6,VIGUEUR,2022-01-01,2999-01-01,LEGIARTI000043479804
L251-7,VIGUEUR,2022-01-01,2999-01-01,LEGIARTI000043479816
L251-8,VIGUEUR,2022-01-01,2999-01-01,LEGIARTI000043479828
L251-9,VIGUEUR,2022-01-01,2999-01-01,LEGIARTI000043479834
L251-10,VIGUEUR,2022-01-01,2999-01-01,LEGIARTI000043479838
L251-11,VIGUEUR,2022-01-01,2999-01-01,LEGIARTI000043479842
L251-12,VIGUEUR,2022-01-01,2999-01-01,LEGIARTI000043479846
L251-13,VIGUEUR,2022-01-01,2999-01-01,LEGIARTI000043479852
L251-14,VIGUEUR,2022-01-01,2999-01-01,LEGIARTI000043479856
L251-15,VIGUEUR,2022-01-01,2999-01-01,LEGIARTI000043479860
L251-16,VIGUEUR,2022-01-01,2999-01-01,LEGIARTI000043479866
L251-17,VIGUEUR,2022-01-01,2999-01-01,LEGIARTI000043479870
L251-18,VIGUEUR,2022-01-01,2999-01-01,LEGIARTI000043479874
L251-19,VIGUEUR,2022-01-01,2999-01-01,LEGIARTI000043479878
L251-20,VIGUEUR,2022-01-01,2999-01-01,LEGIARTI000043479882
L251-21,VIGUEUR,2022-01-01,2999-01-01,LEGIARTI000043479886
L252-1,VIGUEUR,2022-01-01,2999-01-01,LEGIARTI000043479892
L252-2,VIGUEUR,2022-01-01,2999-01-01,LEGIARTI000043479896
L252-3,VIGUEUR,2022-01-01,2999-01-01,LEGIARTI000043479900
L252-4,VIGUEUR,2022-01-01,2999-01-01,LEGIARTI000043479904
L252-5,VIGUEUR,2022-01-01,2999-01-01,LEGIARTI000043479908
L252-6,VIGUEUR,2022-01-01,2999-01-01,LEGIARTI000043479912
L252-7,VIGUEUR,2022-01-01,2999-01-01,LEGIARTI000043479916
L253-1,VIGUEUR,2022-01-01,2999-01-01,LEGIARTI000043479922
L253-2,VIGUEUR,2022-01-01,2999-01-01,LEGIARTI000043479926
L253-3,VIGUEUR,2022-01-01,2999-01-01,LEGIARTI000043479930
L253-4,VIGUEUR,2022-01-01,2999-01-01,LEGIARTI000043479934
L253-5,VIGUEUR,2022-01-01,2999-01-01,LEGIARTI000043479938
L253-6,VIGUEUR,2022-01-01,2999-01-01,LEGIARTI000043480011
L253-7,VIGUEUR,2022-01-01,2999-01-01,LEGIARTI000043480015
L253-8,VIGUEUR,2022-01-01,2999-01-01,LEGIARTI000043480059
L254-1,VIGUEUR,2022-01-01,2999-01-01,LEGIARTI000043480065
L254-2,VIGUEUR,2022-01-01,2999-01-01,LEGIARTI000043480069
L254-3,VIGUEUR,2022-01-01,2999-01-01,LEGIARTI000043480090
