code,version,date,partie,sous_partie,livre,titre,chapitre,article,nature
code_de_commerce,99c643e,2021-02-13,Réglementaire,NA,7,1,3,R713-26,Ajout
code_de_commerce,99c643e,2021-02-13,Réglementaire,NA,7,1,3,R713-27,Suppression
code_de_commerce,99c643e,2021-02-13,Réglementaire,NA,7,1,3,R713-27,Ajout
code_de_commerce,99c643e,2021-02-13,Réglementaire,NA,7,1,3,R713-27-1,Suppression
code_de_commerce,99c643e,2021-02-13,Réglementaire,NA,7,1,3,R713-27-1,Ajout
code_de_commerce,99c643e,2021-02-13,Réglementaire,NA,7,1,3,R713-27-2,Suppression
code_de_commerce,99c643e,2021-02-13,Réglementaire,NA,7,1,3,R713-27-2,Ajout
code_de_commerce,99c643e,2021-02-13,Réglementaire,NA,7,1,3,R713-28,Suppression
code_de_commerce,99c643e,2021-02-13,Réglementaire,NA,7,1,3,R713-28,Ajout
code_de_commerce,99c643e,2021-02-13,Réglementaire,NA,7,1,3,R713-29,Suppression
code_de_commerce,99c643e,2021-02-13,Réglementaire,NA,7,1,3,R713-29,Ajout
code_de_commerce,99c643e,2021-02-13,Réglementaire,NA,7,1,3,R713-30,Suppression
code_de_commerce,99c643e,2021-02-13,Réglementaire,NA,7,1,3,R713-30,Ajout
code_de_commerce,99c643e,2021-02-13,Réglementaire,NA,7,1,3,R713-1,Suppression
code_de_commerce,99c643e,2021-02-13,Réglementaire,NA,7,1,3,R713-1,modification
code_de_commerce,99c643e,2021-02-13,Réglementaire,NA,7,1,3,R713-1-1,Suppression
code_de_commerce,99c643e,2021-02-13,Réglementaire,NA,7,1,3,R713-2,Suppression
code_de_commerce,99c643e,2021-02-13,Réglementaire,NA,7,1,3,R713-3,Suppression
code_de_commerce,99c643e,2021-02-13,Réglementaire,NA,7,1,3,R713-4,Suppression
code_de_commerce,99c643e,2021-02-13,Réglementaire,NA,7,1,3,R713-5,Suppression
code_de_commerce,99c643e,2021-02-13,Réglementaire,NA,7,1,3,R713-65,Ajout
code_de_commerce,99c643e,2021-02-13,Réglementaire,NA,7,1,3,R713-31,Suppression
code_de_commerce,99c643e,2021-02-13,Réglementaire,NA,7,1,3,R713-32,Suppression
code_de_commerce,99c643e,2021-02-13,Réglementaire,NA,7,1,3,R713-33,Suppression
code_de_commerce,99c643e,2021-02-13,Réglementaire,NA,7,1,3,R713-34,Suppression
code_de_commerce,99c643e,2021-02-13,Réglementaire,NA,7,1,3,R713-35,Suppression
code_de_commerce,99c643e,2021-02-13,Réglementaire,NA,7,1,3,R713-36,Suppression
code_de_commerce,99c643e,2021-02-13,Réglementaire,NA,7,1,3,R713-66,Ajout
code_de_commerce,99c643e,2021-02-13,Réglementaire,NA,7,1,3,R713-66,modification
code_de_commerce,99c643e,2021-02-13,Réglementaire,NA,7,1,3,R713-37,Suppression
code_de_commerce,99c643e,2021-02-13,Réglementaire,NA,7,1,3,R713-67,Ajout
code_de_commerce,99c643e,2021-02-13,Réglementaire,NA,7,1,3,R713-67,modification
code_de_commerce,99c643e,2021-02-13,Réglementaire,NA,7,2,1,R721-1,Ajout
code_de_commerce,99c643e,2021-02-13,Réglementaire,NA,7,2,1,D721-2,Ajout
code_de_commerce,99c643e,2021-02-13,Réglementaire,NA,7,2,1,D721-3,Ajout
code_de_commerce,99c643e,2021-02-13,Réglementaire,NA,7,2,1,R721-4,Ajout
code_de_commerce,99c643e,2021-02-13,Réglementaire,NA,7,2,1,R721-5,Ajout
code_de_commerce,99c643e,2021-02-13,Réglementaire,NA,7,2,1,R721-6,Ajout
code_de_commerce,99c643e,2021-02-13,Réglementaire,NA,7,2,1,R721-7,Ajout
code_de_commerce,99c643e,2021-02-13,Réglementaire,NA,7,2,1,R721-8,Ajout
code_de_commerce,99c643e,2021-02-13,Réglementaire,NA,7,2,1,R721-9,Ajout
code_de_commerce,99c643e,2021-02-13,Réglementaire,NA,7,2,1,R721-10,Ajout
code_de_commerce,99c643e,2021-02-13,Réglementaire,NA,7,2,1,R721-11,Ajout
code_de_commerce,99c643e,2021-02-13,Réglementaire,NA,7,2,1,R721-11-1,Ajout
code_de_commerce,99c643e,2021-02-13,Réglementaire,NA,7,2,1,R721-12,Ajout
code_de_commerce,99c643e,2021-02-13,Réglementaire,NA,7,2,1,R721-13,Ajout
code_de_commerce,99c643e,2021-02-13,Réglementaire,NA,7,2,1,R721-14,Ajout
code_de_commerce,99c643e,2021-02-13,Réglementaire,NA,7,2,1,R721-15,Ajout
code_de_commerce,99c643e,2021-02-13,Réglementaire,NA,7,2,1,R721-16,Ajout
code_de_commerce,99c643e,2021-02-13,Réglementaire,NA,7,2,1,R721-17,Ajout
code_de_commerce,99c643e,2021-02-13,Réglementaire,NA,7,2,1,R721-18,Ajout
code_de_commerce,99c643e,2021-02-13,Réglementaire,NA,7,2,1,D721-19,Ajout
code_de_commerce,99c643e,2021-02-13,Réglementaire,NA,7,2,1,D721-19-1,Ajout
code_de_commerce,99c643e,2021-02-13,Réglementaire,NA,7,2,1,R721-20,Ajout
code_de_commerce,99c643e,2021-02-13,Réglementaire,NA,7,2,1,R721-21,Ajout
code_de_commerce,99c643e,2021-02-13,Réglementaire,NA,7,2,1,R721-22,Ajout
code_de_commerce,99c643e,2021-02-13,Réglementaire,NA,7,2,2,R722-1,Ajout
code_de_commerce,99c643e,2021-02-13,Réglementaire,NA,7,2,2,R722-2,Ajout
code_de_commerce,99c643e,2021-02-13,Réglementaire,NA,7,2,2,R722-3,Ajout
code_de_commerce,99c643e,2021-02-13,Réglementaire,NA,7,2,2,R722-4,Ajout
code_de_commerce,99c643e,2021-02-13,Réglementaire,NA,7,2,2,R722-5,Ajout
